0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,label
0.3444783479493173,0.9894304469666918,0.6715699463232062,6.428500207727462,0.46536104798773786,0.4656678107386091,0.9984956979751587,0.04653733968734741,-0.028996005654335022,5.1236467361450195,-0.04799887537956238,0.9974966049194336,-0.0519278421998024,-2.7001771926879883,0.026506848633289337,0.053241387009620667,0.9982299208641052,-41.69099807739258,0.0,0.0,0.0,1.0,0
0.5497427134966161,1.1444596831729803,0.46552004351884807,6.525968455091401,0.45154804499085194,0.45692332229959765,0.9985719323158264,0.04259486496448517,-0.032271552830934525,5.1103010177612305,-0.044383302330970764,0.9973940849304199,-0.0568973608314991,-2.71570086479187,0.029763948172330856,0.058248478919267654,0.9978590607643127,-41.6784782409668,0.0,0.0,0.0,1.0,0
0.7154627002909999,1.3446213935497517,0.2925859234322399,5.297060486150367,0.47656579738977994,0.47949346919780184,0.9968283176422119,0.031318385154008865,-0.0731544941663742,4.820281505584717,-0.03537162020802498,0.9978709816932678,-0.05478530749678612,-2.7342844009399414,0.07128297537565231,0.05719912424683571,0.9958144426345825,-41.787811279296875,0.0,0.0,0.0,1.0,0
0.6871941337021766,1.164524653852235,0.33579346988740094,3.259038111676074,0.4129600722108641,0.41876903376029906,0.9951191544532776,0.021573077887296677,-0.0963035300374031,4.6594157218933105,-0.025278758257627487,0.9989804029464722,-0.03742551803588867,-2.9952120780944824,0.09539785981178284,0.0396772064268589,0.9946489930152893,-42.18803024291992,0.0,0.0,0.0,1.0,0
0.6128600096802334,1.2086319540685013,0.41456408075949536,-0.8821276288212763,0.3361453610517319,0.27380015635546,0.9930562376976013,0.011025218293070793,-0.11712195724248886,4.522939682006836,-0.016330774873495102,0.9988785982131958,-0.044436633586883545,-3.173205852508545,0.11650067567825317,0.046040747314691544,0.9921228289604187,-42.4343147277832,0.0,0.0,0.0,1.0,0
0.4865481438151545,0.8284526129060401,0.5265205886473641,0.43386627906976744,0.2905885266054903,0.19756897971878096,0.9961015582084656,0.02781766466796398,-0.08371306210756302,4.894893169403076,-0.03191668912768364,0.9983357787132263,-0.04803196340799332,-3.3127100467681885,0.0822376236319542,0.05051659047603607,0.9953314661979675,-42.42249298095703,0.0,0.0,0.0,1.0,0
0.28150892116318116,0.870382816857098,0.7434274404601917,1.8988807182304126,0.43922616124934327,0.4278917634510099,0.9970754384994507,0.035040196031332016,-0.0679129883646965,5.018181800842285,-0.03896602615714073,0.997592031955719,-0.057371724396944046,-3.1617207527160645,0.06573913246393204,0.05985027551651001,0.9960399866104126,-41.98067092895508,0.0,0.0,0.0,1.0,0
0.2687823296639311,1.0602677025555143,0.7612690846390585,2.1177097793067374,0.4818089515545405,0.47142005515264934,0.9978542923927307,0.033454667776823044,-0.05627161264419556,5.086996555328369,-0.03730688616633415,0.9969279766082764,-0.06885632127523422,-2.903371572494507,0.05379515141248703,0.07080783694982529,0.9960376620292664,-41.63808059692383,0.0,0.0,0.0,1.0,0
0.6190770045722446,1.3437375593044534,0.37991373455535826,4.388099438652767,0.46330634980183716,0.45855868403863587,0.9976150393486023,0.031480249017477036,-0.06142658740282059,5.181791305541992,-0.03569137677550316,0.9969981908798218,-0.06870725005865097,-2.820009708404541,0.05907926335930824,0.07073583453893661,0.9957439303398132,-41.53602981567383,0.0,0.0,0.0,1.0,0
0.6933270301812648,1.3811814736487855,0.276870526913874,3.2541843910989505,0.4897907647385792,0.49107946131010977,0.9968932271003723,0.027103258296847343,-0.07394413650035858,5.053818225860596,-0.03228522464632988,0.9970369935035706,-0.06980954110622406,-2.805729866027832,0.07183307409286499,0.07197991758584976,0.994815468788147,-41.47136688232422,0.0,0.0,0.0,1.0,0
0.7843862604276604,1.0788478482927475,0.18366038994969813,2.3478833028505153,0.4679508629053856,0.48771901819551833,0.9944584369659424,0.021957015618681908,-0.10281292349100113,4.846686840057373,-0.02832544595003128,0.9977422952651978,-0.060898154973983765,-3.0140116214752197,0.10124363750219345,0.06347288191318512,0.9928351044654846,-41.71591567993164,0.0,0.0,0.0,1.0,0
0.7432161821991824,1.3061137918235326,0.25782673763627073,-0.1923599367948327,0.3274655914703263,0.24230062568366428,0.9943891763687134,0.014887310564517975,-0.10474057495594025,4.77751350402832,-0.021474728360772133,0.9978427886962891,-0.0620480477809906,-3.2021520137786865,0.10359080135822296,0.06394919753074646,0.992562472820282,-42.023311614990234,0.0,0.0,0.0,1.0,0
