0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
0.4385933853705641,0.13653901114604172,0.5855150918943727,0.8302557536139098,0.9596220850944519,-0.08806107193231583,0.26715418696403503,8.82824420928955,0.04717065021395683,0.9866631627082825,0.1557925045490265,-6.557032585144043,-0.27731043100357056,-0.13689999282360077,0.9509770274162292,-46.4545783996582,0.0,0.0,0.0,1.0,0
0.39377724811054626,0.2414712663999941,0.6326253201444383,1.125031213212999,0.9722501635551453,-0.11951031535863876,0.20111528038978577,8.51534366607666,0.08434205502271652,0.9809198975563049,0.1751655638217926,-6.543185234069824,-0.2182120382785797,-0.15334221720695496,0.9637789130210876,-47.352046966552734,0.0,0.0,0.0,1.0,0
0.4168643004699524,0.21947611911122694,0.6551105482560287,0.952605763335377,0.9783072471618652,-0.15130619704723358,0.14149300754070282,7.932681560516357,0.12693087756633759,0.9776157140731812,0.16779538989067078,-6.7242937088012695,-0.1637142300605774,-0.14619576930999756,0.975614607334137,-47.76240158081055,0.0,0.0,0.0,1.0,0
0.5231338952352081,0.45663630986320786,0.534408974769239,0.6097891244268825,0.9823258519172668,-0.17768387496471405,0.05886223167181015,7.454655647277832,0.16784395277500153,0.9753598570823669,0.14318597316741943,-7.051345348358154,-0.08285363763570786,-0.1307755410671234,0.9879442453384399,-47.891666412353516,0.0,0.0,0.0,1.0,0
0.4920857279874618,0.47196510834328614,0.5326637924589429,0.634108016947061,0.9835311770439148,-0.16988950967788696,0.06166756525635719,7.359921932220459,0.16229407489299774,0.9803290963172913,0.11231619864702225,-7.1559062004089355,-0.07953585684299469,-0.10045833885669708,0.9917569160461426,-47.733455657958984,0.0,0.0,0.0,1.0,0
0.47368429387943856,0.35902818494011224,0.5791306853331751,0.6955198401408031,0.9793476462364197,-0.19678886234760284,0.04639188572764397,6.949923515319824,0.19113756716251373,0.975945234298706,0.10486773401498795,-7.205873489379883,-0.06591277569532394,-0.09383470565080643,0.993403434753418,-47.668636322021484,0.0,0.0,0.0,1.0,0
0.44932946218719755,0.39515206850395795,0.5631567024742854,0.7042518167148597,0.9711112976074219,-0.2311667650938034,0.059200141578912735,6.760342597961426,0.22521761059761047,0.9698805809020996,0.0927828922867775,-7.220220565795898,-0.07886537164449692,-0.07676972448825836,0.9939247965812683,-47.27770233154297,0.0,0.0,0.0,1.0,0
0.48441003859240483,0.600642930082896,0.5509368880822374,0.4885357961264723,0.8736445903778076,-0.30993324518203735,0.37508147954940796,7.917468070983887,0.26525649428367615,0.9496313333511353,0.16685009002685547,-6.758059501647949,-0.4079015254974365,-0.04627491533756256,0.9118521809577942,-45.571895599365234,0.0,0.0,0.0,1.0,0
0.4940672558466005,0.5910924438504862,0.5503337315461251,0.47779706526200577,0.8572442531585693,-0.35217490792274475,0.37564006447792053,7.6727614402771,0.2891539931297302,0.9328870177268982,0.2147369682788849,-6.698256015777588,-0.42605480551719666,-0.0754641517996788,0.901544451713562,-46.17473220825195,0.0,0.0,0.0,1.0,0
0.508516528453754,0.5586169038918984,0.5179929477193159,0.5113412432080341,0.8695269823074341,-0.3596252202987671,0.33851417899131775,7.447664737701416,0.2927575707435608,0.9273232221603394,0.23316088318824768,-6.750365257263184,-0.3977627456188202,-0.10363703966140747,0.911615788936615,-46.39645767211914,0.0,0.0,0.0,1.0,0
0.49634642556107383,0.5919971851833877,0.527888356204617,0.4459413205079822,0.8802459836006165,-0.24437610805034637,0.4067525863647461,9.296067237854004,0.16664791107177734,0.9617955684661865,0.21720504760742188,-6.40688943862915,-0.4442923963069916,-0.12340942025184631,0.8873415589332581,-45.39369201660156,0.0,0.0,0.0,1.0,0
0.3692523221305637,0.5855839925546766,0.6569886701301689,0.4961742547719946,0.9337524175643921,0.2626398801803589,0.243161141872406,11.384965896606445,-0.2892809212207794,0.9538452625274658,0.08060088008642197,-7.179656028747559,-0.21076901257038116,-0.14560328423976898,0.9666318297386169,-45.845760345458984,0.0,0.0,0.0,1.0,0
0.3256756384378509,0.5185015409135466,0.7085065495735138,0.5699771412649188,0.851081907749176,0.44531694054603577,0.2781229317188263,13.466829299926758,-0.4842377305030823,0.8704983592033386,0.08801168203353882,-7.430929183959961,-0.20291273295879364,-0.20958274602890015,0.9565045237541199,-45.167503356933594,0.0,0.0,0.0,1.0,0
0.34548682911765843,0.46854426146531936,0.6295271125609954,0.501890237155608,0.7324882745742798,0.49897879362106323,0.4631200432777405,14.569235801696777,-0.5729323625564575,0.8192658424377441,0.023470716550946236,-7.653642654418945,-0.36770734190940857,-0.2825286090373993,0.8859840631484985,-43.31480407714844,0.0,0.0,0.0,1.0,0
0.34909018418666704,0.47807801493008095,0.6532483922983632,0.5083384690519657,0.7319293022155762,0.5070534348487854,0.45516639947891235,14.786482810974121,-0.5850685238838196,0.810074508190155,0.038398779928684235,-7.750270366668701,-0.34924840927124023,-0.2944087088108063,0.8895780444145203,-43.64987564086914,0.0,0.0,0.0,1.0,0
0.3466943531757314,0.5625852599875986,0.7015907367622899,0.453318908787718,0.7877128720283508,0.43559500575065613,0.4356212019920349,15.14781665802002,-0.5672745108604431,0.7886322736740112,0.23719041049480438,-7.120311737060547,-0.2402258664369583,-0.43395471572875977,0.8683176040649414,-44.09699630737305,0.0,0.0,0.0,1.0,0
0.35879644012353573,0.5472856142103403,0.6953142367388481,0.49038912808374313,0.7614148855209351,0.5019757747650146,0.41020506620407104,15.527219772338867,-0.6330281496047974,0.712119996547699,0.3035798668861389,-6.854798316955566,-0.13972552120685577,-0.4908214807510376,0.8599832057952881,-44.664093017578125,0.0,0.0,0.0,1.0,0
0.3535526546751291,0.5335665311329029,0.6790110566150616,0.48246978116795736,0.7397415637969971,0.5021975040435791,0.44786131381988525,15.702177047729492,-0.6472041606903076,0.7131573557853699,0.2693200409412384,-6.890272617340088,-0.18414366245269775,-0.48908504843711853,0.8525764346122742,-44.01594543457031,0.0,0.0,0.0,1.0,0
